symbol,trade_date,close,adj_close,volume
CRWD,2026-01-02,453.5799866,453.5799866,3325000
CRWD,2026-01-05,456.5499878,456.5499878,2615700
CRWD,2026-01-06,458.3200073,458.3200073,2340100
CRWD,2026-01-07,478.9100037,478.9100037,3967100
CRWD,2026-01-08,463.8699951,463.8699951,2455500
CRWD,2026-01-09,470.6099854,470.6099854,2397500
CRWD,2026-01-12,466.9899902,466.9899902,1938900
CRWD,2026-01-13,468.019989,468.019989,2693300
CRWD,2026-01-14,460.7000122,460.7000122,3754900
CRWD,2026-01-15,455,455,2835000
CRWD,2026-01-16,453.8800049,453.8800049,3437900
CRWD,2026-01-20,442.730011,442.730011,3231500
CRWD,2026-01-21,445.8800049,445.8800049,2686800
CRWD,2026-01-22,453.769989,453.769989,1514700
CRWD,2026-01-23,452.4899902,452.4899902,1770800
CRWD,2026-01-26,468.3299866,468.3299866,1957100
CRWD,2026-01-27,476.6600037,476.6600037,2834500
CRWD,2026-01-28,469.1900024,469.1900024,2382500
CRWD,2026-01-29,444.6199951,444.6199951,5230300
CRWD,2026-01-30,441.4049988,441.4049988,2595400
CRWD,2026-02-02,438.8500061,438.8500061,2073700
CRWD,2026-02-03,421.730011,421.730011,3834900
CRWD,2026-02-04,415.3599854,415.3599854,4733000
CRWD,2026-02-05,377.1600037,377.1600037,6053200
CRWD,2026-02-06,395.5,395.5,4943000
CRWD,2026-02-09,408.0400085,408.0400085,2825900
CRWD,2026-02-10,413.3900146,413.3900146,3121400
CRWD,2026-02-11,415.8099976,415.8099976,2470900
CRWD,2026-02-12,411.5400085,411.5400085,3502500
CRWD,2026-02-13,429.6400146,429.6400146,3536700
CRWD,2026-02-17,414.2850037,414.2850037,4428100
CRWD,2026-02-18,415.7600098,415.7600098,2752700
CRWD,2026-02-19,422.1400146,422.1400146,2000400
CRWD,2026-02-20,388.6000061,388.6000061,8360800
CRWD,2026-02-23,350.3299866,350.3299866,15076300
CRWD,2026-02-24,350.25,350.25,7138700
CRWD,2026-02-25,363.3099976,363.3099976,5697900
CRWD,2026-02-26,381.1000061,381.1000061,6199800
CRWD,2026-02-27,371.980011,371.980011,5125800
CRWD,2026-03-02,384.8599854,384.8599854,3771500
CRWD,2026-03-03,391.4200134,391.4200134,7713200
CRWD,2026-03-04,407.6799927,407.6799927,8352500
CRWD,2026-03-05,426.1600037,426.1600037,5946200
CRWD,2026-03-06,428.9899902,428.9899902,4604200
CRWD,2026-03-09,434.1300049,434.1300049,3850400
CRWD,2026-03-10,436.3299866,436.3299866,3316800
CRWD,2026-03-11,442.0299988,442.0299988,2905500
CRWD,2026-03-12,441.5400085,441.5400085,2360000
CRWD,2026-03-13,441.7799988,441.7799988,2227100
CRWD,2026-03-16,423.8399963,423.8399963,3666400
CRWD,2026-03-17,433.2000122,433.2000122,2931500
CRWD,2026-03-18,435.8099976,435.8099976,2799100
CRWD,2026-03-19,428.1799927,428.1799927,2359800
CRWD,2026-03-20,409,409,9111500
CRWD,2026-03-23,413.3099976,413.3099976,3603300
CRWD,2026-03-24,392.9899902,392.9899902,3636300
CRWD,2026-03-25,385.8599854,385.8599854,3128700
CRWD,2026-03-26,392.6199951,392.6199951,2458700
CRWD,2026-03-27,369.5799866,369.5799866,6032000
CRWD,2026-03-30,380.0599976,380.0599976,4381700
CRWD,2026-03-31,390.4100037,390.4100037,2976600
CRWD,2026-04-01,393.3099976,393.3099976,2118900
CRWD,2026-04-02,399.1199951,399.1199951,1990100
CRWD,2026-04-06,398.6099854,398.6099854,1595700
CRWD,2026-04-07,423.230011,423.230011,4626800
CRWD,2026-04-08,426.5100098,426.5100098,4727200
CRWD,2026-04-09,394.6799927,394.6799927,5420500
CRWD,2026-04-10,379.019989,379.019989,8939000
CRWD,2026-04-13,402.2399902,402.2399902,4166500
CRWD,2026-04-14,398.4899902,398.4899902,3187000
CRWD,2026-04-15,411.1600037,411.1600037,3108100
CRWD,2026-04-16,418.2000122,418.2000122,2991100
CRWD,2026-04-17,423.9500122,423.9500122,2906300
CRWD,2026-04-20,433.1499939,433.1499939,2885100
CRWD,2026-04-21,449.6099854,449.6099854,3671100
CRWD,2026-04-22,466.6799927,466.6799927,2892400
CRWD,2026-04-23,445.3900146,445.3900146,3225500
CRWD,2026-04-24,448.1300049,448.1300049,2271700
CRWD,2026-04-27,454.6099854,454.6099854,2297100
CRWD,2026-04-28,454.9899902,454.9899902,1872900
CRWD,2026-04-29,452.3800049,452.3800049,1914800
CRWD,2026-04-30,445.75,445.75,2442700
CRWD,2026-05-01,455.6400146,455.6400146,1522000
CRWD,2026-05-04,469.2399902,469.2399902,2183600
CRWD,2026-05-05,476.5299988,476.5299988,2225000
CRWD,2026-05-06,468.0700073,468.0700073,2198900
CRWD,2026-05-07,505.7200012,505.7200012,5114500
CRWD,2026-05-08,527.7700195,527.7700195,4041200
CRWD,2026-05-11,542.2600098,542.2600098,2793300
CRWD,2026-05-12,546.1799927,546.1799927,3545400
CRWD,2026-05-13,562.5700073,562.5700073,2800900
CRWD,2026-05-14,579.9500122,579.9500122,2815900
CRWD,2026-05-15,594.0800171,594.0800171,3859400
CRWD,2026-05-18,618.8300171,618.8300171,4699800
CRWD,2026-05-19,616.8800049,616.8800049,4465000
CRWD,2026-05-20,650.1099854,650.1099854,4383300
CRWD,2026-05-21,648.2299805,648.2299805,2646100
CRWD,2026-05-22,663.460022,663.460022,2778400
CRWD,2026-05-26,671.5499878,671.5499878,2079900
CRWD,2026-05-27,645.3599854,645.3599854,3272900
CRWD,2026-05-28,671,671,2372100
CRWD,2026-05-29,731,731,4814200
CRWD,2026-06-01,782.1699829,782.1699829,4590300
CRWD,2026-06-02,768.9500122,768.9500122,4185300
CRWD,2026-06-03,747.6099854,747.6099854,5246600
CRWD,2026-06-04,719.0900269,719.0900269,7449800
CRWD,2026-06-05,671.0200195,671.0200195,5238800
CRWD,2026-06-08,658.789978,658.789978,3337400
CRWD,2026-06-09,644.9299927,644.9299927,3740600
CRWD,2026-06-10,647.7399902,647.7399902,2527400
CRWD,2026-06-11,691.5300293,691.5300293,3534000
CRWD,2026-06-12,682.7999878,682.7999878,2310900
CRWD,2026-06-15,692.9099731,692.9099731,2542700
