symbol,trade_date,close,adj_close,volume
TSLA,2026-01-02,438.0700073,438.0700073,85535400
TSLA,2026-01-05,451.6700134,451.6700134,67940800
TSLA,2026-01-06,432.9599915,432.9599915,89093800
TSLA,2026-01-07,431.4100037,431.4100037,59828800
TSLA,2026-01-08,435.7999878,435.7999878,57041100
TSLA,2026-01-09,445.0100098,445.0100098,67331500
TSLA,2026-01-12,448.9599915,448.9599915,61649600
TSLA,2026-01-13,447.2000122,447.2000122,53719200
TSLA,2026-01-14,439.2000122,439.2000122,57259500
TSLA,2026-01-15,438.5700073,438.5700073,49465800
TSLA,2026-01-16,437.5,437.5,60220600
TSLA,2026-01-20,419.25,419.25,63187300
TSLA,2026-01-21,431.4400024,431.4400024,68124000
TSLA,2026-01-22,449.3599854,449.3599854,71546700
TSLA,2026-01-23,449.0599976,449.0599976,56771400
TSLA,2026-01-26,435.2000122,435.2000122,49397400
TSLA,2026-01-27,430.8999939,430.8999939,37733100
TSLA,2026-01-28,431.4599915,431.4599915,54857400
TSLA,2026-01-29,416.5599976,416.5599976,81686100
TSLA,2026-01-30,430.4100037,430.4100037,82626100
TSLA,2026-02-02,421.8099976,421.8099976,58739500
TSLA,2026-02-03,421.9599915,421.9599915,56886500
TSLA,2026-02-04,406.0100098,406.0100098,74606900
TSLA,2026-02-05,397.2099915,397.2099915,72819800
TSLA,2026-02-06,411.1099854,411.1099854,62677100
TSLA,2026-02-09,417.3200073,417.3200073,54484300
TSLA,2026-02-10,425.2099915,425.2099915,64450200
TSLA,2026-02-11,428.269989,428.269989,57362000
TSLA,2026-02-12,417.0700073,417.0700073,61933400
TSLA,2026-02-13,417.4400024,417.4400024,51434100
TSLA,2026-02-17,410.6300049,410.6300049,59678800
TSLA,2026-02-18,411.3200073,411.3200073,45921400
TSLA,2026-02-19,411.7099915,411.7099915,51019600
TSLA,2026-02-20,411.8200073,411.8200073,57912200
TSLA,2026-02-23,399.8299866,399.8299866,69680000
TSLA,2026-02-24,409.3800049,409.3800049,58579500
TSLA,2026-02-25,417.3999939,417.3999939,54809700
TSLA,2026-02-26,408.5799866,408.5799866,53602500
TSLA,2026-02-27,402.5100098,402.5100098,56890100
TSLA,2026-03-02,403.3200073,403.3200073,55088300
TSLA,2026-03-03,392.4299927,392.4299927,62617300
TSLA,2026-03-04,405.9400024,405.9400024,68305500
TSLA,2026-03-05,405.5499878,405.5499878,51925900
TSLA,2026-03-06,396.730011,396.730011,64054600
TSLA,2026-03-09,398.6799927,398.6799927,67018900
TSLA,2026-03-10,399.2399902,399.2399902,59258700
TSLA,2026-03-11,407.8200073,407.8200073,62559900
TSLA,2026-03-12,395.0100098,395.0100098,60973800
TSLA,2026-03-13,391.2000122,391.2000122,58504100
TSLA,2026-03-16,395.5599976,395.5599976,58068300
TSLA,2026-03-17,399.269989,399.269989,46890500
TSLA,2026-03-18,392.7799988,392.7799988,50853100
TSLA,2026-03-19,380.2999878,380.2999878,67078300
TSLA,2026-03-20,367.9599915,367.9599915,78628600
TSLA,2026-03-23,380.8500061,380.8500061,74606000
TSLA,2026-03-24,383.0299988,383.0299988,60004900
TSLA,2026-03-25,385.9500122,385.9500122,55157300
TSLA,2026-03-26,372.1099854,372.1099854,55522900
TSLA,2026-03-27,361.8299866,361.8299866,62065700
TSLA,2026-03-30,355.2799988,355.2799988,67954400
TSLA,2026-03-31,371.75,371.75,75534900
TSLA,2026-04-01,381.2600098,381.2600098,58683800
TSLA,2026-04-02,360.5899963,360.5899963,83031200
TSLA,2026-04-06,352.8200073,352.8200073,77697600
TSLA,2026-04-07,346.6499939,346.6499939,74515400
TSLA,2026-04-08,343.25,343.25,78838600
TSLA,2026-04-09,345.6199951,345.6199951,62164000
TSLA,2026-04-10,348.9500122,348.9500122,51336000
TSLA,2026-04-13,352.4200134,352.4200134,53617500
TSLA,2026-04-14,364.2000122,364.2000122,59979600
TSLA,2026-04-15,391.9500122,391.9500122,113810400
TSLA,2026-04-16,388.8999939,388.8999939,63515100
TSLA,2026-04-17,400.6199951,400.6199951,90640000
TSLA,2026-04-20,392.5,392.5,64603900
TSLA,2026-04-21,386.4200134,386.4200134,50530600
TSLA,2026-04-22,387.5100098,387.5100098,62362800
TSLA,2026-04-23,373.7200012,373.7200012,93969500
TSLA,2026-04-24,376.2999878,376.2999878,62893300
TSLA,2026-04-27,378.6700134,378.6700134,66735800
TSLA,2026-04-28,376.019989,376.019989,50864400
TSLA,2026-04-29,372.7999878,372.7999878,45384800
TSLA,2026-04-30,381.6300049,381.6300049,51076000
TSLA,2026-05-01,390.8200073,390.8200073,65338300
TSLA,2026-05-04,392.5100098,392.5100098,48765100
TSLA,2026-05-05,389.3699951,389.3699951,47780600
TSLA,2026-05-06,398.730011,398.730011,53465400
TSLA,2026-05-07,411.7900085,411.7900085,64294200
TSLA,2026-05-08,428.3500061,428.3500061,65050000
TSLA,2026-05-11,445,445,78376100
TSLA,2026-05-12,433.4500122,433.4500122,60569300
TSLA,2026-05-13,445.269989,445.269989,68283200
TSLA,2026-05-14,443.2999878,443.2999878,46070400
TSLA,2026-05-15,422.2399902,422.2399902,52688700
TSLA,2026-05-18,409.9899902,409.9899902,52474200
TSLA,2026-05-19,404.1099854,404.1099854,46500600
TSLA,2026-05-20,417.2600098,417.2600098,45294700
TSLA,2026-05-21,417.8500061,417.8500061,42636900
TSLA,2026-05-22,426.0100098,426.0100098,46104700
TSLA,2026-05-26,433.5899963,433.5899963,45658900
TSLA,2026-05-27,440.3599854,440.3599854,44656500
TSLA,2026-05-28,442.1000061,442.1000061,32435000
TSLA,2026-05-29,435.7900085,435.7900085,45176800
TSLA,2026-06-01,415.8800049,415.8800049,44937900
TSLA,2026-06-02,423.7399902,423.7399902,37596000
TSLA,2026-06-03,423.7000122,423.7000122,44500700
TSLA,2026-06-04,418.4500122,418.4500122,35323300
TSLA,2026-06-05,391,391,63420200
TSLA,2026-06-08,408.9500122,408.9500122,50328800
TSLA,2026-06-09,396.6799927,396.6799927,59940200
TSLA,2026-06-10,381.5899963,381.5899963,49695600
TSLA,2026-06-11,399.1499939,399.1499939,45324300
TSLA,2026-06-12,406.4299927,406.4299927,63514500
TSLA,2026-06-15,411.1499939,411.1499939,43296855
